id,timestamp,topic,value
288,"2026-07-17 22:42:40",tas_ai_surya_fsm_uksw/kelembaban,80.9
289,"2026-07-17 22:43:00",tas_ai_surya_fsm_uksw/suhu,25.4
290,"2026-07-17 22:43:00",tas_ai_surya_fsm_uksw/kelembaban,81.0
291,"2026-07-17 22:43:20",tas_ai_surya_fsm_uksw/suhu,25.4
292,"2026-07-17 22:43:20",tas_ai_surya_fsm_uksw/kelembaban,81.0
293,"2026-07-17 22:43:40",tas_ai_surya_fsm_uksw/suhu,25.4
294,"2026-07-17 22:43:40",tas_ai_surya_fsm_uksw/kelembaban,80.9
295,"2026-07-17 22:44:00",tas_ai_surya_fsm_uksw/suhu,25.5
296,"2026-07-17 22:44:00",tas_ai_surya_fsm_uksw/kelembaban,80.8
297,"2026-07-17 22:44:21",tas_ai_surya_fsm_uksw/suhu,25.5
298,"2026-07-17 22:44:21",tas_ai_surya_fsm_uksw/kelembaban,80.7
299,"2026-07-17 22:44:40",tas_ai_surya_fsm_uksw/suhu,25.4
300,"2026-07-17 22:44:40",tas_ai_surya_fsm_uksw/kelembaban,80.7
301,"2026-07-17 22:45:00",tas_ai_surya_fsm_uksw/suhu,25.4
302,"2026-07-17 22:45:00",tas_ai_surya_fsm_uksw/kelembaban,80.7
303,"2026-07-17 22:45:21",tas_ai_surya_fsm_uksw/suhu,25.5
304,"2026-07-17 22:45:21",tas_ai_surya_fsm_uksw/kelembaban,80.7
305,"2026-07-17 22:45:41",tas_ai_surya_fsm_uksw/suhu,25.5
306,"2026-07-17 22:45:41",tas_ai_surya_fsm_uksw/kelembaban,80.7
307,"2026-07-17 22:46:00",tas_ai_surya_fsm_uksw/suhu,25.5
308,"2026-07-17 22:46:00",tas_ai_surya_fsm_uksw/kelembaban,80.7
309,"2026-07-17 22:46:20",tas_ai_surya_fsm_uksw/suhu,25.5
310,"2026-07-17 22:46:20",tas_ai_surya_fsm_uksw/kelembaban,80.7
311,"2026-07-17 22:46:40",tas_ai_surya_fsm_uksw/suhu,25.4
312,"2026-07-17 22:46:40",tas_ai_surya_fsm_uksw/kelembaban,80.8
313,"2026-07-17 22:47:00",tas_ai_surya_fsm_uksw/suhu,25.4
314,"2026-07-17 22:47:00",tas_ai_surya_fsm_uksw/kelembaban,80.8
315,"2026-07-17 22:47:20",tas_ai_surya_fsm_uksw/suhu,25.4
316,"2026-07-17 22:47:20",tas_ai_surya_fsm_uksw/kelembaban,80.7
317,"2026-07-17 22:47:40",tas_ai_surya_fsm_uksw/suhu,25.4
318,"2026-07-17 22:47:40",tas_ai_surya_fsm_uksw/kelembaban,80.8
319,"2026-07-17 22:48:00",tas_ai_surya_fsm_uksw/suhu,25.4
